-3.485,-0.806,6.493
-3.386,-0.805,6.541
-3.286,-0.803,6.593
-3.186,-0.801,6.649
-3.086,-0.797,6.709
-2.986,-0.792,6.774
-2.887,-0.787,6.845
-2.787,-0.781,6.919
-2.687,-0.775,6.995
-2.588,-0.768,6.964
-2.488,-0.761,6.890
-2.389,-0.753,6.816
-2.289,-0.744,6.744
-2.190,-0.735,6.673
-2.090,-0.725,6.603
-1.991,-0.714,6.533
-1.892,-0.702,6.465
-1.793,-0.689,6.398
-1.694,-0.676,6.331
-1.595,-0.661,6.266
-1.496,-0.646,6.202
-1.398,-0.630,6.138
-1.300,-0.612,6.076
-1.202,-0.593,6.015
-1.104,-0.573,5.953
-1.006,-0.552,5.893
-0.909,-0.530,5.833
-0.812,-0.506,5.774
-0.715,-0.481,5.717
-0.619,-0.455,5.660
-0.523,-0.427,5.604
-0.427,-0.398,5.548
-0.333,-0.367,5.493
-0.238,-0.334,5.439
-0.144,-0.300,5.386
-0.051,-0.264,5.333
0.042,-0.227,5.281
0.133,-0.188,5.229
0.224,-0.147,5.178
0.315,-0.104,5.128
0.404,-0.059,5.078
0.492,-0.013,5.028
0.580,0.036,4.978
0.666,0.086,4.928
0.751,0.139,4.880
0.835,0.193,4.832
0.917,0.250,4.788
0.998,0.308,4.746
1.077,0.369,4.708
1.155,0.432,4.673
1.230,0.497,4.641
1.304,0.564,4.614
1.375,0.634,4.591
1.445,0.706,4.574
1.511,0.780,4.566
1.575,0.857,4.562
1.636,0.936,4.559
1.694,1.018,4.556
1.748,1.101,4.554
1.800,1.187,4.549
1.848,1.274,4.539
1.893,1.363,4.527
1.935,1.454,4.512
1.974,1.546,4.495
2.009,1.640,4.475
2.041,1.734,4.453
2.070,1.830,4.429
2.095,1.926,4.402
2.117,2.024,4.374
2.136,2.122,4.343
2.151,2.220,4.310
2.163,2.320,4.274
2.171,2.419,4.237
2.176,2.519,4.198
2.177,2.619,4.158
2.174,2.719,4.118
2.168,2.818,4.077
2.157,2.918,4.035
2.143,3.016,3.994
2.125,3.115,3.953
2.103,3.212,3.912
2.077,3.308,3.872
2.047,3.404,3.832
2.013,3.497,3.792
1.974,3.589,3.754
1.932,3.680,3.716
1.884,3.768,3.681
1.833,3.853,3.647
1.777,3.936,3.617
1.717,4.016,3.590
1.653,4.092,3.566
1.585,4.165,3.546
1.512,4.234,3.531
1.436,4.298,3.521
1.355,4.357,3.515
1.272,4.411,3.511
1.184,4.460,3.510
1.094,4.503,3.510
1.001,4.540,3.518
0.907,4.572,3.538
0.810,4.598,3.567
0.713,4.619,3.603
0.614,4.636,3.646
0.515,4.648,3.693
0.416,4.655,3.744
0.316,4.658,3.799
0.216,4.658,3.857
0.116,4.653,3.918
0.017,4.645,3.982
-0.083,4.634,4.048
-0.181,4.619,4.117
-0.280,4.602,4.190
-0.378,4.582,4.265
-0.475,4.560,4.343
-0.572,4.535,4.425
-0.668,4.508,4.510
-0.764,4.480,4.600
-0.859,4.450,4.693
-0.953,4.418,4.791
-1.048,4.385,4.893
-1.142,4.352,5.001
-1.235,4.317,5.114
-1.329,4.282,5.232
-1.422,4.246,5.357
-1.515,4.210,5.488
-1.608,4.174,5.627
-1.701,4.138,5.617
-1.795,4.102,5.502
-1.888,4.067,5.394
-1.982,4.033,5.292
-2.076,3.999,5.198
-2.170,3.967,5.110
-2.265,3.935,5.028
-2.361,3.906,4.952
-2.456,3.877,4.884
-2.553,3.851,4.822
-2.650,3.827,4.769
-2.747,3.805,4.724
-2.845,3.786,4.688
-2.944,3.770,4.662
-3.043,3.757,4.647
-3.142,3.747,4.643
-3.242,3.740,4.640
-3.341,3.738,4.639
-3.441,3.739,4.638
-3.541,3.744,4.642
-3.641,3.752,4.656
-3.740,3.763,4.681
-3.839,3.777,4.716
-3.937,3.793,4.760
-4.035,3.812,4.814
-4.133,3.833,4.876
-4.230,3.856,4.947
-4.327,3.880,5.027
-4.423,3.906,5.115
-4.519,3.933,5.212
-4.615,3.961,5.318
-4.711,3.989,5.433
-4.807,4.017,5.399
-4.903,4.046,5.255
-4.998,4.075,5.119
-5.094,4.103,4.990
-5.190,4.130,4.869
-5.286,4.157,4.754
-5.383,4.183,4.645
-5.480,4.207,4.541
-5.577,4.230,4.443
-5.674,4.251,4.349
-5.772,4.270,4.260
-5.871,4.287,4.174
-5.970,4.301,4.092
-6.069,4.313,4.014
-6.168,4.321,3.939
-6.268,4.326,3.867
-6.368,4.328,3.798
-6.468,4.326,3.732
-6.567,4.320,3.670
-6.667,4.310,3.612
-6.766,4.296,3.559
-6.864,4.276,3.512
-6.960,4.252,3.470
-7.056,4.222,3.437
-7.149,4.187,3.412
-7.240,4.147,3.398
-7.329,4.100,3.390
-7.414,4.047,3.386
-7.495,3.989,3.385
-7.572,3.926,3.384
-7.644,3.857,3.390
-7.712,3.784,3.400
-7.775,3.706,3.416
-7.833,3.625,3.437
-7.886,3.540,3.462
-7.934,3.453,3.492
-7.977,3.362,3.524
-8.015,3.270,3.559
-8.048,3.176,3.594
-8.076,3.080,3.631
-8.100,2.983,3.673
-8.119,2.885,3.719
-8.133,2.786,3.767
-8.144,2.687,3.816
-8.150,2.588,3.866
-8.152,2.488,3.919
-8.151,2.388,3.972
-8.146,2.288,4.024
-8.137,2.189,4.073
-8.124,2.090,4.120
-8.108,1.991,4.167
-8.089,1.893,4.212
-8.066,1.796,4.253
-8.040,1.700,4.293
-8.010,1.604,4.330
-7.978,1.510,4.367
-7.942,1.417,4.402
-7.903,1.325,4.435
-7.861,1.234,4.466
-7.816,1.145,4.496
-7.768,1.057,4.523
-7.717,0.971,4.548
-7.664,0.887,4.571
-7.607,0.805,4.592
-7.548,0.724,4.611
-7.486,0.646,4.629
-7.422,0.569,4.645
-7.355,0.495,4.655
-7.285,0.424,4.660
-7.213,0.355,4.672
-7.139,0.288,4.692
-7.063,0.223,4.717
-6.985,0.161,4.746
-6.905,0.101,4.780
-6.824,0.043,4.809
-6.741,-0.012,4.832
-6.656,-0.065,4.857
-6.570,-0.116,4.887
-6.482,-0.164,4.923
-6.394,-0.210,4.962
-6.304,-0.254,5.005
-6.214,-0.296,5.049
-6.122,-0.336,5.095
-6.030,-0.374,5.142
-5.937,-0.410,5.190
-5.843,-0.445,5.239
-5.748,-0.477,5.289
-5.653,-0.508,5.340
-5.558,-0.537,5.392
-5.462,-0.564,5.444
-5.365,-0.590,5.496
-5.268,-0.614,5.548
-5.171,-0.636,5.599
-5.073,-0.657,5.650
-4.975,-0.676,5.702
-4.877,-0.694,5.755
-4.779,-0.710,5.808
-4.680,-0.725,5.861
-4.581,-0.739,5.914
-4.482,-0.751,5.968
-4.383,-0.762,6.022
-4.283,-0.772,6.075
-4.184,-0.780,6.129
-4.084,-0.787,6.182
-3.985,-0.793,6.235
-3.885,-0.798,6.288
-3.785,-0.802,6.341
-3.685,-0.804,6.392
-3.585,-0.806,6.443
